r_id,s_id,app_name,app_id,date,title,review,rating
0,1,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,i have been waiting for an hour so far for my lunch,3
0,2,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,an hour after the delivery time which already was an hour,3
0,3,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,2 hrs,3
0,4,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,the driver made at least five other deliveries and she is not done yet,3
0,5,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,i am not paying extra per order to have my meal come straight to me,3
0,6,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,she was at the restaurant quickly to pick my food up but then delivered to so many others2,3
0,7,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,this is not the drivers fault,3
0,8,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,if they agree to accept every delivery then it is what it is,3
0,9,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,it is hit or miss if your food will be 20 mins or 2 hours,3
0,10,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,for as much as you pay per order so everyone profits it is not worth waiting so long for the order,3
0,11,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,and guaranteed it will be nice and cold,3
0,12,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,or something will be missing,3
0,13,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,refunding my money does not make my food good or help with a missing item,3
0,14,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,i have had to reorder from places to make sure i actually get what is correct,3
0,15,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,anyone else have picky kids,3
0,16,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,you cannot even eat and enjoy food when your childs does not come or has crap on it that you did not order3,3
0,17,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,the area to leave directions to the house is way too small,3
0,18,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,my neighbors are getting angry that cars are always at their house and i am getting annoyed trying to reduce the directions down to,3
0,19,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,250 characters,3
0,20,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,so if it is not clear the drivers get confused and my neighbors and i are annoyed,3
0,21,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,whose fault,3
0,22,grubhub,302920553,2022-10-06 18:04:56,Drivers are doing too much,fix it,3
1,23,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,they blocked my account in sept i have followed the email steps and still have not yet received any response,1
1,24,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,they will block you for any little thing especially when some things are out of your control,1
1,25,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,for example i will have two deliveries my first delivery pick up would be my last drop off,1
1,26,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,the time stamp would be to drop my second delivery off first at 338 but my first delivery time stamp would be 336 how is that even possible,1
1,27,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i had numerous deliveries like this one,1
1,28,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,they will constantly send me alerts about delivering orders late but how when this is what the appssystem suggests me to do,1
1,29,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i am only following what is giving to me,1
1,30,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,also you would get a delivery request but the restaurant would just be getting it when you arrive and you you will have to wait for the order to be done,1
1,31,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i put in the app order not started until i arrived  you would think they will adjust your time stamp to deliver,1
1,32,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,you cannot put a time on how fast food is prepared,1
1,33,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,a lot of things needs to be updated so future drivers like myself will not have such a headache when trying to make a living,1
1,34,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,i started this in july and i am already blocked in september and as of currently still no response or update regarding my account,1
1,35,grubhub,302920553,2022-11-06 07:44:28,Will block you for anything,you guys should get customer service employees to help with blocked accounts instead of having drivers waiting and responding to emails that never receive a reply,1
2,36,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i have used grubhub for years and thought it was great,4
2,37,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,unfortunately my account got hacked and someone used my account to order 40 worth of food and then changed the email on the account so they could change the password,4
2,38,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,as soon as i noticed the charges and reported it to customer care i got an email saying they moved my inquiry to priority due to the serious nature of the concern and that they would be in contact with me shortly,4
2,39,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,the email also suggested i reset my password if possible but i cannot since the hacker changed my account info,4
2,40,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,days go by and nothing,4
2,41,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i sent an email on the same thread asking for an update and a refund and still nothing,4
2,42,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,it is been about 2 weeks and i still have not received a response,4
2,43,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i was able to remove my payment from my account luckily but now i still cannot use my account because of the account log in changeeditthe same day i posted this review grubhub got back to me and sent me a refund and helped solve my issue so i adjusted my rating,4
2,44,grubhub,302920553,2022-09-26 16:54:30,Used to love GrubHub until I was hacked,i do think that serious matters like this should be handled quicker but do appreciate them handling the situation in a fair manner,4
3,45,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",today is monday september 26 2022 and this is the second time that i have had an issue with grubhub delivery,1
3,46,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i have been tracking this driver and he or she has been driving around in my neighborhood and did not even bother to  get to my address so therefore i felt that my food would have  been cold upon arrival and now it was abruptly cancelled so now i am reordering once  again i am a senior citizen and i am disabled the name of the complex is mayflower gardens senior apartments,1
3,47,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i wished that the driver would keep in mind that some of us older customers are not as quick to get to the door and we are not dumb or stupid,1
3,48,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i know know how to read apps and i know my directionswhen they come and some of them in the past will abruptly leave your order at the door on the ground and not even bother to knock,1
3,49,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",i am requesting a reorder once again because i have tracked the last driver and he or she was in my neighborhood and i am not sure if they were lost or not but it would be nice if they were use the gps system more effectively so that they can find my address,1
3,50,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",please know that  is why i am really hesitant to order with you in the near future if this continues to happen,1
3,51,grubhub,302920553,2022-09-26 20:18:27,"So far, so Good!",needless to say i am not happy at this timei noticed that a female driver will be delivering my order shortly and i hope that it will arrive in time,1
4,52,grubhub,302920553,2022-11-01 20:34:29,Ugh,this company is one of the worst i have ever dealt with,1
4,53,grubhub,302920553,2022-11-01 20:34:29,Ugh,late all the time,1
4,54,grubhub,302920553,2022-11-01 20:34:29,Ugh,often the math does not add up,1
4,55,grubhub,302920553,2022-11-01 20:34:29,Ugh,they gave me a 5 promo for being late but it only gave me 1 and change off,1
4,57,grubhub,302920553,2022-11-01 20:34:29,Ugh,the order will come to one thing but they charge the bank another,1
4,58,grubhub,302920553,2022-11-01 20:34:29,Ugh,i canceled last yr but ended up with a free year long plus membership then i got hurt so cannot drive so i use it a lot now,1
4,59,grubhub,302920553,2022-11-01 20:34:29,Ugh,it is rare i have a seamless order,1
4,60,grubhub,302920553,2022-11-01 20:34:29,Ugh,just now i am waiting for my food for an hr get a call from a man i could not understand and he just hangs up on me when i said sorry i did not catch that,1
4,61,grubhub,302920553,2022-11-01 20:34:29,Ugh,very thick accent in a very loud call center,1
4,62,grubhub,302920553,2022-11-01 20:34:29,Ugh,then i see my order was canceled i had promos on the order from the last time they messed up and now those are not valid,1
4,63,grubhub,302920553,2022-11-01 20:34:29,Ugh,i reordered from another restaurant and the driver did not bring the drinks  give us forks or sauce,1
4,64,grubhub,302920553,2022-11-01 20:34:29,Ugh,also knocked when i said to no contact,1
4,65,grubhub,302920553,2022-11-01 20:34:29,Ugh,i had one driver last year flip off my camera for absolutely no reason,1
4,66,grubhub,302920553,2022-11-01 20:34:29,Ugh,i tip 25,1
4,67,grubhub,302920553,2022-11-01 20:34:29,Ugh,i definitely will not be using it after my free year ends this february,1
4,68,grubhub,302920553,2022-11-01 20:34:29,Ugh,i was formally a paid grubhub  customer,1
4,69,grubhub,302920553,2022-11-01 20:34:29,Ugh,i order out probably 15 to 20 times a month due to my physical pain,1
4,70,grubhub,302920553,2022-11-01 20:34:29,Ugh,it is easier than cooking and cleaning dishes,1
4,71,grubhub,302920553,2022-11-01 20:34:29,Ugh,but i will  find other ways like pizza delivery or doordash,1
4,72,grubhub,302920553,2022-11-01 20:34:29,Ugh,which is not much better but still better,1
5,73,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i do not use grubhub much but when i do use it it is always a problem placing an order,1
5,74,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i spent over an hour trying to place an order and my order kept being cancelled for no reason,1
5,75,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i tried different restaurants different payment cards tried the app and internet browser but no luck,1
5,76,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,the generic and un useful message i would get would be reason for cancellation unfortunately we are unable to fulfill this order and that is all,1
5,77,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,another brief message i would get is to call customer service if the problem continues but could not find a customer service number anywhere,1
5,78,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,i finally found the customer service number by reading the reviews i called and the customer service person working from home had a rooster that can be heard in the background,1
5,79,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,the rep did not offer any troubleshooting and or solution to get my order only said he would escalated to a supervisor and it can take up to 24hrs for them to get back to me or resolve it,1
5,82,grubhub,302920553,2022-11-06 22:35:01,Was not able to place an order,the only solution i given to me was that i can go in person to the restaurant or call them directly,1
